Trip_Year,Trip_Month,Trip_Day,gender,usertype,trip_count,avg_trip_length (min)
2020,3,12,1,Customer,2093,34.0
2020,3,12,1,Subscriber,34149,13.0
2020,3,12,2,Customer,940,44.0
2020,3,12,2,Subscriber,11486,18.0
2020,3,13,1,Customer,2464,53.0
2020,3,13,1,Subscriber,26770,15.0
2020,3,13,2,Customer,1307,33.0
2020,3,13,2,Subscriber,9369,16.0
2020,3,14,1,Customer,3577,30.0
2020,3,14,1,Subscriber,22580,15.0
2020,3,14,2,Customer,2715,32.0
2020,3,14,2,Subscriber,9588,17.0
2020,3,15,1,Customer,2714,31.0
2020,3,15,1,Subscriber,19234,16.0
2020,3,15,2,Customer,1993,35.0
2020,3,15,2,Subscriber,7806,18.0
2020,3,16,1,Customer,1431,48.0
2020,3,16,1,Subscriber,19001,15.0
2020,3,16,2,Customer,680,45.0
2020,3,16,2,Subscriber,6484,16.0
2020,3,17,1,Customer,1340,28.0
2020,3,17,1,Subscriber,15316,17.0
2020,3,17,2,Customer,723,42.0
2020,3,17,2,Subscriber,5168,23.0
2020,3,18,1,Customer,1731,29.0
2020,3,18,1,Subscriber,17985,17.0
2020,3,18,2,Customer,1196,38.0
2020,3,18,2,Subscriber,6961,18.0
2020,3,19,1,Customer,1220,30.0
2020,3,19,1,Subscriber,12881,19.0
2020,3,19,2,Customer,651,30.0
2020,3,19,2,Subscriber,4388,20.0
2020,3,20,1,Customer,2109,36.0
2020,3,20,1,Subscriber,17844,17.0
2020,3,20,2,Customer,1482,53.0
2020,3,20,2,Subscriber,6627,20.0
2020,3,21,1,Customer,2900,32.0
2020,3,21,1,Subscriber,15362,20.0
2020,3,21,2,Customer,2284,36.0
2020,3,21,2,Subscriber,6798,25.0
2020,3,22,1,Customer,1512,32.0
2020,3,22,1,Subscriber,10648,19.0
2020,3,22,2,Customer,1153,50.0
2020,3,22,2,Subscriber,4379,19.0
2020,3,23,1,Customer,150,26.0
2020,3,23,1,Subscriber,2836,14.0
2020,3,23,2,Customer,64,63.0
2020,3,23,2,Subscriber,735,21.0
2020,3,24,1,Customer,1293,33.0
2020,3,24,1,Subscriber,12133,18.0
2020,3,24,2,Customer,915,41.0
2020,3,24,2,Subscriber,4421,21.0
2020,3,25,1,Customer,609,32.0
2020,3,25,1,Subscriber,7741,15.0
2020,3,25,2,Customer,313,45.0
2020,3,25,2,Subscriber,2531,23.0
2020,3,26,1,Customer,1420,35.0
2020,3,26,1,Subscriber,12481,19.0
2020,3,26,2,Customer,1041,44.0
2020,3,26,2,Subscriber,4750,26.0
2020,3,27,1,Customer,1924,56.0
2020,3,27,1,Subscriber,14220,21.0
2020,3,27,2,Customer,1529,39.0
2020,3,27,2,Subscriber,5616,25.0
2020,3,28,1,Customer,576,24.0
2020,3,28,1,Subscriber,5359,22.0
2020,3,28,2,Customer,275,75.0
2020,3,28,2,Subscriber,1907,21.0
2020,3,29,1,Customer,686,27.0
2020,3,29,1,Subscriber,5935,18.0
2020,3,29,2,Customer,308,77.0
2020,3,29,2,Subscriber,1867,23.0
2020,3,30,1,Customer,930,25.0
2020,3,30,1,Subscriber,9208,16.0
2020,3,30,2,Customer,508,28.0
2020,3,30,2,Subscriber,3198,22.0
2020,3,31,1,Customer,864,30.0
2020,3,31,1,Subscriber,9142,18.0
2020,3,31,2,Customer,491,32.0
2020,3,31,2,Subscriber,3395,18.0
2020,4,1,1,Customer,1430,56.0
2020,4,1,1,Subscriber,11554,20.0
2020,4,1,2,Customer,836,59.0
2020,4,1,2,Subscriber,4677,20.0
2020,4,2,1,Customer,1325,74.0
2020,4,2,1,Subscriber,10751,18.0
2020,4,2,2,Customer,783,35.0
2020,4,2,2,Subscriber,4315,19.0
2020,4,3,1,Customer,779,27.0
2020,4,3,1,Subscriber,7071,15.0
2020,4,3,2,Customer,281,110.0
2020,4,3,2,Subscriber,2322,18.0
2020,4,4,1,Customer,2827,37.0
2020,4,4,1,Subscriber,14083,24.0
2020,4,4,2,Customer,1981,45.0
2020,4,4,2,Subscriber,6050,26.0
2020,4,5,1,Customer,2477,31.0
2020,4,5,1,Subscriber,12163,27.0
2020,4,5,2,Customer,1925,41.0
2020,4,5,2,Subscriber,5538,31.0
2020,4,6,1,Customer,2072,45.0
2020,4,6,1,Subscriber,12772,18.0
2020,4,6,2,Customer,1413,41.0
2020,4,6,2,Subscriber,5616,22.0
2020,4,7,1,Customer,1805,37.0
2020,4,7,1,Subscriber,12744,21.0
2020,4,7,2,Customer,1239,47.0
2020,4,7,2,Subscriber,5414,21.0
2020,4,8,1,Customer,1377,50.0
2020,4,8,1,Subscriber,11776,18.0
2020,4,8,2,Customer,903,61.0
2020,4,8,2,Subscriber,4762,20.0
2020,4,9,1,Customer,919,27.0
2020,4,9,1,Subscriber,8538,16.0
2020,4,9,2,Customer,426,51.0
2020,4,9,2,Subscriber,3206,23.0
2020,4,10,1,Customer,1200,41.0
2020,4,10,1,Subscriber,9559,18.0
2020,4,10,2,Customer,556,34.0
2020,4,10,2,Subscriber,3657,16.0
2020,4,11,1,Customer,3494,35.0
2020,4,11,1,Subscriber,15163,23.0
2020,4,11,2,Customer,2569,42.0
2020,4,11,2,Subscriber,7335,23.0
2020,4,12,1,Customer,3211,34.0
2020,4,12,1,Subscriber,14016,26.0
2020,4,12,2,Customer,2539,38.0
2020,4,12,2,Subscriber,6551,27.0
2020,4,13,1,Customer,513,31.0
2020,4,13,1,Subscriber,4631,16.0
2020,4,13,2,Customer,191,51.0
2020,4,13,2,Subscriber,1529,16.0
2020,4,14,1,Customer,1865,31.0
2020,4,14,1,Subscriber,13554,18.0
2020,4,14,2,Customer,1151,50.0
2020,4,14,2,Subscriber,5716,20.0
2020,4,15,1,Customer,1525,41.0
2020,4,15,1,Subscriber,12316,17.0
2020,4,15,2,Customer,983,37.0
2020,4,15,2,Subscriber,5248,21.0
2020,4,16,1,Customer,1362,25.0
2020,4,16,1,Subscriber,11014,16.0
2020,4,16,2,Customer,865,45.0
2020,4,16,2,Subscriber,4726,19.0
2020,4,17,1,Customer,1240,37.0
2020,4,17,1,Subscriber,10863,20.0
2020,4,17,2,Customer,768,39.0
2020,4,17,2,Subscriber,4412,23.0
